,Age,Workclass,Education,Years of Education,Marital Status,Occupation,Role in Family,Race,Gender,Workhours per Week,Native Country,Income
29099,35,2,5,9,1,3,0,4,1,35,1,0
29100,31,2,2,13,1,2,0,4,1,44,1,1
29101,24,2,4,2,3,4,1,3,1,66,0,0
29102,40,2,5,9,1,2,0,4,1,56,1,0
29103,31,2,2,13,3,3,1,4,1,55,1,0
29104,43,2,5,9,3,5,3,4,1,40,0,0
29105,44,2,5,9,1,11,0,4,1,35,1,1
29106,40,2,2,13,3,9,2,4,0,40,1,0
29107,75,2,4,3,1,7,0,4,1,25,1,0
29108,51,3,4,3,1,2,0,4,1,40,1,0
29109,39,0,2,13,1,9,0,4,1,40,1,0
29110,40,3,11,10,3,6,1,4,1,35,1,0
29111,33,2,5,9,1,2,0,4,1,40,1,0
29112,38,0,11,10,1,10,0,4,1,60,1,1
29113,29,2,1,11,0,5,4,4,1,50,1,0
29114,37,2,11,10,0,0,1,2,0,37,1,0
29115,19,2,5,9,3,6,3,4,1,40,1,0
29116,46,0,5,9,1,6,0,2,1,40,1,0
29117,46,2,0,12,1,3,0,4,1,40,1,1
29118,37,2,11,10,3,10,3,2,1,30,1,0
29119,34,2,11,10,2,0,4,2,0,40,1,0
29120,38,2,11,10,0,0,4,4,0,43,1,0
29121,26,2,5,9,1,2,0,4,1,40,1,0
29122,34,2,2,13,3,7,1,4,0,35,1,0
29123,57,2,2,13,1,9,0,4,1,40,1,0
29124,33,2,6,7,3,2,1,4,1,65,1,0
29125,26,0,11,10,3,10,3,4,1,40,1,0
29126,20,2,5,9,3,11,1,4,0,84,1,0
29127,61,2,11,10,1,7,0,4,1,6,1,0
29128,36,3,3,16,1,9,0,4,1,45,1,1
29129,17,2,11,10,3,2,3,4,1,16,1,0
29130,40,2,11,10,1,6,0,3,1,40,1,1
29131,18,2,6,7,3,7,3,4,1,16,1,0
29132,21,2,0,12,3,11,3,4,0,32,1,0
29133,41,2,5,9,3,7,3,4,1,40,0,0
29134,46,2,6,7,2,6,1,4,0,40,1,0
29135,55,0,5,9,1,3,0,4,1,40,1,0
29136,27,2,0,12,3,11,1,4,1,52,1,0
29137,39,2,5,9,1,7,0,4,1,42,1,0
29138,36,2,5,9,3,13,3,2,1,48,1,0
29139,27,2,2,13,3,11,1,4,1,40,1,0
29140,30,0,2,13,1,9,0,4,1,40,1,1
29141,42,2,5,9,0,11,1,4,1,47,1,0
29142,23,2,2,13,3,7,3,4,0,20,1,0
29143,41,3,11,10,1,2,0,4,1,50,1,0
29144,49,2,5,9,1,2,0,4,1,46,1,0
29145,46,0,1,11,0,2,1,0,0,60,1,0
29146,54,2,5,9,1,2,0,4,1,40,0,0
29147,45,3,10,15,1,9,0,1,1,50,0,1
29148,22,2,11,10,3,11,1,4,0,40,1,0
29149,31,2,5,9,3,4,1,4,1,40,0,0
29150,27,2,5,9,0,7,1,4,1,30,1,0
29151,34,2,5,9,1,2,0,4,1,40,1,0
29152,46,2,6,7,3,13,3,4,1,30,1,0
29153,47,2,2,13,1,11,0,4,1,60,1,1
29154,36,0,1,11,1,7,0,1,1,40,1,0
29155,22,2,5,9,3,5,3,4,1,40,1,0
29156,43,2,11,10,0,7,1,4,1,30,1,0
29157,54,2,11,10,4,9,1,4,1,50,1,0
29158,24,2,8,5,3,6,3,2,0,40,0,0
29159,29,2,10,15,3,9,1,1,1,55,1,0
29160,40,0,11,10,0,0,4,4,0,38,1,0
29161,18,2,6,7,3,7,3,4,1,20,1,0
29162,31,2,2,13,3,0,1,4,1,50,1,0
29163,32,2,7,14,3,0,1,2,0,40,1,0
29164,48,2,7,14,1,3,0,4,1,40,1,1
29165,24,2,11,10,1,2,0,4,1,35,1,0
29166,24,2,0,12,0,7,1,4,0,22,1,0
29167,24,2,1,11,1,2,0,4,1,40,0,0
29168,37,2,11,10,0,12,4,4,0,40,1,0
29169,33,2,11,10,1,2,0,4,1,60,1,1
29170,19,2,11,10,3,11,3,4,1,25,1,0
29171,45,2,2,13,1,3,5,4,0,40,1,1
29172,54,0,7,14,0,9,1,4,0,40,1,0
29173,22,2,11,10,1,11,3,3,0,22,0,0
29174,20,2,5,9,3,7,1,4,1,40,1,0
29175,36,2,8,5,1,5,0,4,1,40,1,0
29176,49,2,5,9,1,2,0,4,1,40,1,0
29177,58,3,8,4,1,13,0,4,1,40,1,1
29178,20,2,11,10,3,0,3,4,0,40,1,0
29179,34,3,2,13,0,11,4,4,0,40,1,0
29180,38,0,1,11,0,3,3,4,1,40,1,0
29181,32,2,6,7,3,2,1,1,1,40,0,0
29182,35,3,5,9,1,3,0,4,1,60,1,0
29183,51,3,0,12,1,11,0,4,1,60,1,0
29184,33,2,11,10,3,3,1,4,1,45,1,0
29185,71,2,7,14,0,9,1,4,0,15,0,0
29186,48,2,7,14,1,9,0,4,1,40,1,1
29187,53,3,5,9,1,11,0,4,1,50,1,0
29188,40,2,1,11,1,0,0,4,1,40,1,1
29189,64,3,5,9,1,11,0,4,1,5,1,0
29190,42,0,5,9,1,0,0,4,1,48,1,1
29191,25,2,5,9,1,2,0,4,1,40,1,1
29192,66,2,11,10,4,11,4,4,0,50,1,1
29193,59,0,7,14,3,9,1,4,0,40,1,1
29194,42,3,11,10,1,3,0,4,1,55,1,1
29195,24,2,5,9,3,4,4,4,1,40,1,0
29196,19,2,5,9,3,5,3,4,0,25,1,0
29197,26,2,11,10,3,11,3,4,0,24,1,0
29198,22,2,5,9,3,7,3,2,1,30,1,0
29199,33,2,11,10,1,11,0,4,1,40,1,0
29200,63,2,6,7,3,4,1,4,1,12,1,0
29201,20,2,11,10,3,5,1,4,1,30,1,0
29202,33,2,4,3,1,2,1,4,1,40,0,0
29203,56,2,5,9,1,2,0,4,1,40,1,0
29204,70,3,1,11,1,4,0,4,1,24,1,1
29205,42,2,5,9,1,12,0,4,1,40,1,1
29206,25,0,2,13,3,9,1,2,0,40,1,0
29207,28,2,11,10,1,6,0,4,1,40,1,1
29208,36,2,6,6,3,13,1,2,0,40,1,0
29209,37,2,7,14,1,3,0,4,1,40,1,1
29210,38,2,5,9,1,0,0,4,1,60,1,1
29211,52,0,5,9,2,7,1,4,0,35,1,0
29212,49,2,5,9,4,0,4,4,0,40,1,0
29213,30,2,5,9,1,13,0,4,1,40,1,0
29214,70,3,10,15,1,9,0,4,1,35,1,1
29215,25,2,2,13,4,3,1,4,0,40,1,0
29216,59,2,5,9,1,6,5,4,0,40,0,1
29217,22,2,11,10,3,2,1,4,1,40,1,0
29218,41,0,0,12,2,2,1,4,1,50,1,0
29219,62,2,5,9,1,3,0,4,1,45,1,1
29220,54,2,5,9,3,0,2,4,0,40,1,0
29221,38,2,5,9,3,7,4,2,0,40,1,0
29222,36,2,6,7,1,6,0,4,1,40,1,0
29223,74,3,5,9,1,3,0,4,1,30,1,1
29224,35,3,4,3,1,7,5,4,0,15,0,0
29225,41,2,6,8,0,0,1,0,1,40,1,0
29226,30,2,1,11,1,12,5,4,0,40,1,0
29227,25,2,5,9,1,6,0,4,1,48,1,0
29228,48,2,7,14,1,3,0,4,1,50,1,1
29229,50,3,4,3,3,12,1,1,0,15,1,0
29230,19,2,5,9,3,0,3,4,0,40,1,0
29231,51,2,11,10,1,11,0,4,1,40,1,0
29232,39,2,2,13,0,0,4,4,1,40,1,0
29233,20,2,6,7,3,7,3,4,0,40,1,0
29234,17,2,6,7,3,5,3,4,1,16,1,0
29235,42,2,11,10,1,11,0,4,1,50,1,1
29236,25,2,11,10,3,7,2,3,0,25,0,0
29237,36,2,5,9,0,0,4,4,0,40,1,0
29238,65,2,3,16,4,9,1,4,0,40,1,0
29239,32,3,2,13,1,6,0,4,1,70,1,1
29240,33,3,2,13,3,9,1,4,1,45,1,0
29241,32,0,11,10,3,12,4,2,0,20,1,0
29242,25,2,5,9,1,13,0,4,1,40,1,0
29243,41,0,11,10,0,10,4,4,0,40,1,0
29244,44,2,5,9,1,2,0,4,1,40,1,1
29245,36,2,5,9,0,3,1,4,1,52,1,0
29246,24,2,6,7,1,5,0,3,1,40,1,0
29247,17,2,8,4,3,11,3,4,1,8,1,0
29248,32,3,2,13,0,3,4,2,0,30,1,0
29249,67,2,6,7,4,7,1,4,0,40,1,0
29250,21,2,11,10,3,0,2,1,1,10,0,0
29251,39,2,11,10,1,3,0,4,1,40,1,1
29252,18,3,11,10,3,2,1,4,0,35,1,0
29253,50,3,2,13,1,2,0,4,1,45,1,1
29254,24,2,6,6,3,11,1,4,0,15,1,0
29255,21,0,11,10,3,0,1,4,0,40,1,0
29256,24,2,2,13,3,0,2,1,0,16,1,0
29257,34,2,1,11,3,7,3,4,1,40,1,0
29258,68,2,6,6,1,7,0,4,1,35,1,0
29259,49,3,6,6,3,2,1,2,1,32,1,0
29260,50,2,5,9,0,6,1,0,0,40,1,0
29261,33,2,0,12,0,3,3,4,0,40,1,0
29262,18,2,11,10,3,0,3,4,1,40,1,0
29263,45,2,1,11,0,0,4,4,0,55,1,1
29264,20,2,5,9,3,11,1,4,0,35,1,0
29265,64,0,5,9,4,0,1,4,0,40,1,0
29266,39,2,3,16,3,9,1,4,1,45,1,0
29267,35,2,5,9,3,2,1,4,1,70,1,0
29268,21,2,11,10,3,7,1,4,1,32,1,0
29269,29,2,0,12,3,12,1,4,1,45,1,0
29270,38,0,2,13,1,3,5,2,0,30,1,1
29271,45,2,5,9,0,7,4,4,0,40,1,0
29272,30,3,7,14,0,9,1,1,1,50,0,1
29273,41,2,11,10,1,0,5,4,0,40,1,1
29274,37,2,5,9,3,2,1,1,1,40,0,0
29275,20,2,5,9,3,2,1,4,0,30,1,0
29276,45,3,5,9,1,3,0,4,1,48,1,1
29277,20,0,5,9,3,0,2,4,1,20,1,0
29278,35,3,11,10,1,3,0,4,1,40,1,0
29279,24,2,2,13,1,9,0,4,1,50,1,0
29280,19,2,11,10,3,13,1,4,1,50,1,0
29281,23,2,5,9,3,7,3,4,1,35,1,0
29282,34,2,2,13,3,9,1,4,0,45,1,0
29283,23,2,6,7,3,7,1,2,1,40,1,0
29284,36,3,4,3,1,13,0,4,1,50,0,1
29285,46,2,5,9,3,5,2,4,1,5,1,0
29286,38,0,2,13,1,3,0,4,1,42,1,1
29287,55,0,6,8,4,0,1,4,0,40,1,0
29288,27,2,11,10,3,0,2,1,1,40,0,0
29289,48,2,11,10,1,2,0,4,1,45,1,1
29290,35,2,5,9,0,7,3,4,0,50,1,0
29291,47,2,5,9,1,2,0,4,1,40,1,0
29292,32,2,11,10,1,11,0,4,1,40,1,0
29293,40,2,5,9,1,5,0,4,1,46,1,0
29294,41,2,11,10,1,11,0,4,1,50,1,1
29295,47,0,2,13,0,9,1,4,1,40,1,0
29296,21,2,11,10,3,11,3,2,0,25,1,0
29297,45,0,7,14,1,0,0,4,1,35,1,0
29298,33,2,8,4,3,7,4,2,0,14,0,0
29299,68,1,11,10,1,4,4,4,0,25,1,0
29300,44,2,10,15,1,3,0,4,1,55,1,1
29301,49,2,6,6,1,6,0,4,1,50,1,0
29302,45,2,3,16,1,9,0,4,1,40,0,1
29303,29,2,8,4,1,13,0,4,1,40,0,0
29304,46,2,11,10,1,3,0,1,1,60,1,0
29305,19,2,5,9,3,2,2,4,1,25,0,0
29306,56,2,6,6,1,5,0,4,1,40,1,0
29307,55,3,5,9,1,2,0,4,1,60,1,0
29308,29,2,5,9,3,2,1,4,1,50,1,0
29309,21,2,5,9,3,8,1,4,0,25,1,0
29310,38,2,5,9,0,2,1,4,1,40,1,0
29311,52,2,4,3,3,5,1,4,1,50,1,0
29312,22,2,5,9,3,7,3,4,0,40,1,0
29313,20,2,5,9,1,0,0,4,1,60,1,0
29314,31,2,5,9,3,2,3,2,1,50,0,0
29315,55,2,11,10,0,12,1,4,0,40,1,0
29316,35,2,0,12,2,11,4,4,1,40,1,0
29317,67,2,5,9,1,2,5,4,0,5,1,0
29318,61,2,7,14,1,3,0,4,1,60,1,1
29319,18,2,5,9,3,5,3,4,1,30,1,0
29320,51,0,2,13,4,0,1,4,1,40,1,0
29321,37,3,5,9,1,6,0,4,1,40,1,0
29322,21,2,11,10,3,0,3,4,0,25,1,0
29323,32,2,11,10,3,7,3,4,0,38,1,0
29324,48,2,5,9,2,2,4,2,1,45,1,0
29325,62,2,8,4,1,13,0,4,1,53,1,0
29326,21,2,11,10,3,0,3,4,1,40,1,0
29327,28,2,5,9,3,13,1,4,1,45,1,0
29328,20,2,11,10,3,0,3,4,0,15,1,0
29329,41,2,2,13,1,4,0,4,1,40,1,0
29330,29,2,2,13,3,0,1,2,0,40,1,0
29331,43,0,2,13,1,9,0,4,1,37,1,1
29332,20,2,11,10,3,5,2,4,1,20,1,0
29333,29,2,2,13,1,3,0,2,1,55,1,1
29334,51,0,2,13,4,9,1,2,0,40,1,0
29335,40,2,1,11,1,2,0,4,1,40,1,1
29336,26,2,4,3,3,13,1,4,1,40,0,0
29337,30,2,2,13,3,9,3,4,0,40,1,0
29338,36,2,5,9,4,7,1,4,0,40,1,0
29339,42,2,11,10,3,12,1,4,0,40,1,1
29340,41,2,5,9,1,5,0,4,1,40,1,0
29341,43,2,2,13,1,3,0,4,1,45,1,1
29342,20,2,11,10,3,5,3,4,1,20,1,0
29343,43,2,2,13,0,12,3,4,1,40,1,0
29344,45,2,11,10,1,9,0,4,1,40,1,1
29345,39,2,5,9,3,4,4,4,1,40,1,0
29346,31,0,7,14,1,9,0,4,1,45,1,0
29347,23,2,11,10,3,11,2,1,1,25,0,0
29348,38,0,7,14,0,0,1,4,0,40,1,0
29349,37,3,5,9,1,13,0,4,1,45,0,1
29350,18,2,5,9,3,6,2,4,0,40,1,0
29351,41,3,5,9,1,3,0,4,1,45,0,0
29352,23,2,0,12,1,0,0,4,1,20,1,0
29353,26,2,2,13,3,9,3,4,1,30,1,0
29354,37,2,5,9,1,2,0,4,1,40,1,0
29355,33,2,11,10,1,9,0,4,1,40,0,1
29356,31,2,2,13,3,12,1,4,1,40,1,0
29357,27,2,11,10,1,3,0,4,1,80,1,0
29358,35,2,7,14,1,11,0,4,1,40,1,1
29359,28,3,11,10,1,0,5,4,0,30,1,1
29360,59,2,5,9,3,0,1,4,1,50,0,0
29361,42,2,2,13,1,9,0,4,1,40,1,0
29362,50,2,5,9,1,13,0,4,1,40,1,1
29363,27,2,0,12,3,0,1,4,0,45,1,0
29364,32,2,11,10,0,6,4,4,0,40,1,0
29365,27,2,5,9,2,2,4,2,1,40,1,0
29366,43,2,2,13,0,6,2,4,1,40,1,0
29367,46,2,6,7,0,9,4,0,1,40,1,1
29368,41,2,11,10,1,11,0,4,1,50,1,1
29369,20,2,11,10,3,11,3,4,0,30,1,0
29370,57,2,2,13,1,3,0,4,1,40,1,1
29371,45,2,8,4,1,6,0,2,1,40,1,0
29372,23,2,6,7,1,5,0,4,1,40,0,0
29373,55,2,5,9,1,2,0,4,1,50,1,1
29374,58,2,11,10,1,2,0,4,1,40,1,1
29375,38,2,1,11,3,3,2,1,0,40,1,0
29376,29,2,11,10,3,11,2,4,1,50,1,0
29377,57,2,5,9,0,2,3,1,1,20,1,0
29378,26,0,2,13,3,9,1,4,0,40,1,0
29379,42,2,2,13,1,0,0,1,1,40,0,1
29380,61,2,5,9,2,13,4,1,1,45,1,1
29381,43,2,5,9,0,6,3,4,1,40,1,0
29382,51,0,5,9,1,2,0,4,1,56,1,1
29383,23,2,5,9,3,5,1,4,1,40,1,0
29384,24,2,5,9,3,6,4,4,0,40,1,0
29385,25,2,11,10,3,0,1,4,1,38,1,0
29386,22,2,11,10,3,0,3,4,1,40,1,0
29387,38,2,1,11,1,2,0,4,1,50,1,0
29388,48,2,5,9,1,5,5,4,0,16,1,1
29389,33,2,5,9,3,2,1,4,1,30,1,0
29390,46,2,7,14,1,3,0,4,1,55,1,1
29391,18,2,8,4,3,7,2,1,0,40,0,0
29392,52,2,5,9,1,2,0,4,1,40,1,0
29393,28,2,5,9,3,9,1,4,1,40,1,0
29394,37,2,11,10,3,7,2,1,1,30,0,0
29395,23,2,11,10,3,0,1,4,0,15,1,0
29396,45,0,7,14,1,9,0,4,1,50,1,1
29397,17,2,6,6,3,11,3,4,0,16,1,0
29398,56,2,7,14,1,9,0,4,1,40,1,1
29399,38,3,0,12,0,3,4,4,1,45,1,0
29400,81,2,8,4,1,13,0,4,1,10,1,0
29401,22,2,11,10,3,6,3,4,0,30,1,0
29402,43,0,11,10,0,0,4,4,0,40,1,0
29403,66,2,11,10,1,0,0,4,1,50,1,0
29404,50,2,5,9,1,13,0,4,1,40,1,1
29405,31,2,11,10,2,5,1,4,1,40,1,0
29406,35,2,11,10,0,3,1,4,0,40,1,0
29407,21,2,11,10,3,0,3,4,0,35,1,0
29408,36,2,2,13,2,7,4,2,0,35,1,0
29409,33,2,8,4,1,4,0,4,1,40,0,0
29410,37,2,5,9,1,2,0,4,1,55,1,0
29411,50,2,5,9,3,5,3,4,1,25,1,0
29412,55,2,11,10,1,9,0,4,1,40,1,1
29413,29,2,5,9,0,6,4,4,0,40,1,0
29414,24,2,11,10,3,7,2,2,0,30,0,0
29415,39,0,11,10,0,0,1,4,1,40,1,1
29416,34,2,2,13,3,11,1,4,1,40,1,0
29417,29,2,8,4,0,2,4,4,0,55,1,0
29418,60,2,11,10,1,2,0,3,1,32,1,1
29419,33,2,7,14,1,3,5,4,0,50,1,1
29420,58,2,8,5,3,5,3,4,1,40,0,0
29421,27,2,11,10,2,11,1,4,1,40,1,0
29422,46,0,11,10,0,10,4,0,0,40,1,0
29423,63,2,5,9,0,10,1,4,1,40,1,0
29424,38,3,11,10,0,7,4,4,0,40,1,0
29425,23,2,11,10,3,2,3,4,1,15,1,0
29426,31,2,10,15,1,9,5,4,0,60,1,1
29427,49,3,5,9,1,3,0,4,1,40,1,1
29428,45,3,3,16,1,9,0,4,1,60,1,1
29429,42,2,8,5,1,13,0,4,1,40,1,0
29430,48,2,5,9,1,6,0,4,1,40,1,0
29431,33,2,5,9,1,2,0,4,1,40,1,0
29432,24,2,11,10,3,0,3,4,1,40,1,0
29433,49,3,11,10,1,11,0,4,1,50,1,0
29434,50,2,5,9,0,0,1,4,0,40,1,0
29435,19,2,11,10,3,7,3,4,0,20,1,0
29436,18,2,6,6,3,7,3,4,0,28,1,0
29437,20,2,5,9,3,2,1,4,1,40,1,0
29438,42,2,5,9,0,13,1,4,1,40,1,0
29439,46,2,5,9,1,6,0,1,1,40,0,1
29440,40,0,5,9,1,0,5,4,0,20,1,1
29441,54,2,7,14,1,3,0,1,1,45,1,1
29442,28,2,5,9,1,2,0,4,1,45,1,0
29443,38,2,11,10,1,2,0,4,1,40,1,1
29444,28,2,11,10,3,8,1,4,0,40,1,0
29445,22,2,6,7,3,2,3,4,1,40,1,0
29446,31,2,2,13,1,3,0,4,1,50,1,1
29447,27,2,5,9,1,2,0,4,1,40,1,0
29448,45,2,2,13,1,9,0,4,1,42,1,1
29449,38,2,2,13,1,3,0,4,1,40,1,1
29450,75,2,7,14,3,10,1,4,1,16,1,0
29451,41,2,7,14,0,3,4,2,0,60,1,1
29452,37,2,2,13,1,11,0,4,1,60,1,1
29453,47,2,5,9,3,3,3,4,0,50,0,0
29454,34,0,2,13,1,9,0,4,1,45,0,1
29455,25,2,5,9,1,2,3,4,1,40,1,0
29456,52,2,5,9,4,0,1,4,0,40,1,0
29457,35,2,5,9,3,4,1,3,1,40,0,0
29458,44,0,6,8,1,7,2,4,0,35,0,0
29459,27,0,5,9,1,3,0,4,1,80,1,1
29460,42,2,11,10,3,12,1,4,1,33,1,0
29461,26,2,8,5,3,7,3,4,0,38,0,0
29462,23,2,5,9,3,9,1,4,1,40,0,0
29463,28,2,5,9,3,9,1,0,0,40,1,0
29464,38,3,5,9,1,2,0,4,1,50,1,0
29465,28,2,11,10,3,2,3,4,1,50,1,0
29466,29,2,5,9,3,0,2,4,0,40,1,0
29467,23,2,2,13,3,9,1,1,1,35,1,0
29468,30,2,11,10,3,3,3,2,0,40,1,0
29469,48,2,11,10,1,5,0,4,1,40,1,0
29470,45,3,11,10,1,3,0,1,1,72,1,0
29471,38,2,7,14,1,3,0,4,1,60,0,1
29472,24,2,5,9,3,5,2,4,1,40,1,0
29473,47,0,3,16,1,9,0,4,1,40,1,1
29474,22,2,5,9,3,7,1,4,0,48,1,0
29475,29,2,11,10,3,9,2,4,0,40,1,0
29476,45,2,0,12,0,2,1,4,1,40,1,0
29477,24,2,5,9,3,2,3,4,1,40,1,0
29478,40,2,5,9,1,6,0,4,1,40,1,0
29479,28,0,8,5,1,2,0,2,1,40,0,1
29480,46,0,2,13,0,9,4,4,0,50,1,1
29481,34,2,11,10,1,0,5,4,0,4,1,0
29482,32,2,11,10,1,6,0,4,1,40,1,0
29483,20,2,5,9,3,11,1,4,1,40,1,0
29484,23,2,11,10,3,7,4,4,1,35,0,0
29485,46,2,5,9,1,7,0,4,1,40,1,0
29486,21,2,5,9,3,11,3,4,0,35,1,0
29487,59,2,7,14,1,3,0,1,1,40,1,1
29488,31,2,11,10,1,9,0,4,1,50,1,0
29489,48,2,11,10,0,3,1,4,0,40,1,0
29490,34,2,8,4,1,13,0,4,1,40,1,0
29491,19,2,11,10,3,7,3,4,1,25,1,0
29492,20,2,11,10,3,11,3,4,1,35,1,0
29493,29,2,2,13,3,9,3,4,1,50,1,0
29494,54,2,11,10,1,2,0,4,1,40,1,1
29495,36,2,5,9,1,2,0,4,1,52,1,0
29496,43,2,2,13,3,11,1,4,1,50,1,1
29497,33,2,7,14,1,9,0,4,1,45,1,1
29498,33,2,6,6,0,7,4,4,0,45,1,0
29499,36,2,11,10,1,13,0,4,1,40,1,0
29500,37,2,1,11,1,2,0,4,1,54,1,1
29501,64,2,6,8,1,7,0,4,1,24,1,0
29502,45,3,5,9,1,2,0,4,1,60,1,0
29503,25,2,2,13,3,0,1,4,0,40,1,0
29504,28,2,1,11,1,6,0,4,1,40,1,0
29505,23,2,5,9,3,8,3,4,1,40,1,0
29506,24,2,5,9,3,3,1,4,0,40,1,0
29507,58,3,11,10,0,9,1,4,0,40,1,0
29508,36,2,1,11,0,12,4,4,0,40,1,0
29509,46,2,11,10,1,11,0,4,1,50,1,0
29510,23,2,8,4,3,2,1,4,0,40,0,0
29511,26,2,5,9,3,7,4,2,1,40,1,0
29512,52,2,4,3,3,5,1,4,0,40,1,0
29513,19,2,5,9,3,7,1,4,0,45,1,0
29514,33,2,2,13,1,9,0,4,1,60,1,1
29515,60,2,5,9,1,2,0,4,1,40,1,0
29516,39,2,11,10,0,3,1,4,1,38,1,0
29517,45,2,2,13,0,3,1,4,1,45,1,0
29518,37,0,11,10,1,0,4,2,0,40,1,0
29519,29,2,0,12,3,12,3,4,1,40,1,0
29520,53,2,11,10,1,2,0,4,1,66,1,0
29521,20,2,11,10,3,13,3,4,1,40,1,0
29522,39,2,7,14,3,9,3,4,0,40,1,0
29523,36,2,5,9,1,2,0,4,1,45,1,0
29524,53,2,8,4,0,6,4,2,0,56,1,0
29525,34,2,11,10,1,3,0,4,1,50,1,1
29526,36,2,5,9,1,2,0,4,1,40,1,0
29527,41,0,2,13,0,9,4,4,0,40,1,0
29528,34,2,5,9,0,3,4,4,0,38,1,0
29529,68,2,8,5,1,2,0,4,1,2,1,0
29530,37,2,2,13,1,9,0,3,1,50,1,1
29531,22,2,11,10,1,12,0,4,1,40,1,0
29532,43,2,6,8,1,2,0,4,1,40,1,0
29533,19,2,11,10,3,0,2,4,0,30,1,0
29534,36,2,11,10,3,3,1,4,1,40,1,0
29535,47,2,5,9,1,11,0,4,1,55,1,1
29536,25,2,1,11,3,7,2,1,0,40,1,0
29537,33,2,11,10,2,6,1,4,1,40,1,0
29538,27,2,11,10,3,6,2,4,0,40,1,0
29539,33,2,11,10,3,12,1,4,1,70,1,0
29540,24,2,5,9,1,13,3,4,0,40,1,0
29541,47,0,11,10,0,9,1,4,0,40,1,0
29542,48,3,6,6,1,3,0,4,1,40,1,0
29543,28,2,5,9,1,11,0,4,1,50,1,0
29544,33,0,2,13,1,9,0,4,1,40,1,1
29545,33,0,1,11,3,10,1,4,1,56,1,0
29546,26,2,11,10,3,0,1,4,0,25,1,0
29547,22,2,1,11,3,3,3,4,1,40,1,0
29548,34,2,11,10,1,3,0,4,1,55,1,1
29549,31,3,11,10,3,3,3,4,1,45,1,0
29550,73,2,5,9,4,2,1,4,0,15,1,0
29551,38,0,1,11,1,3,0,4,1,40,1,0
29552,51,3,11,10,1,9,5,4,0,40,1,1
29553,36,2,11,10,1,3,0,4,1,40,1,0
29554,64,3,5,9,1,11,0,4,1,15,1,1
29555,24,2,11,10,3,6,3,4,1,55,1,0
29556,21,0,11,10,3,3,3,4,0,20,1,0
29557,28,2,11,10,1,2,0,4,1,60,1,1
29558,18,2,6,7,3,7,3,4,1,25,1,0
29559,41,3,5,9,1,2,0,4,1,50,1,0
29560,17,2,8,5,3,7,3,4,1,16,1,0
29561,58,2,3,16,1,9,0,4,1,50,1,1
29562,50,3,2,13,1,11,0,4,1,8,1,0
29563,30,2,6,7,1,5,1,0,1,40,0,0
29564,47,2,5,9,1,2,0,4,1,40,1,0
29565,24,2,11,10,3,11,3,4,1,20,1,0
29566,50,0,11,10,1,3,0,2,1,40,1,0
29567,29,2,7,14,3,9,1,4,1,55,0,0
29568,31,3,3,16,1,9,0,4,1,40,1,1
29569,40,3,5,9,1,4,0,4,1,70,1,1
29570,31,2,11,10,3,11,1,4,0,60,1,0
29571,53,2,8,5,1,6,0,2,1,40,1,0
29572,33,2,5,9,3,0,1,4,0,40,1,0
29573,43,2,2,13,1,7,0,4,1,40,1,0
29574,38,2,2,13,1,3,5,4,0,50,1,1
29575,18,2,6,7,3,11,3,4,0,30,1,0
29576,50,2,5,9,1,3,0,4,1,40,1,1
29577,27,2,6,7,1,2,0,4,1,40,1,0
29578,19,2,11,10,3,11,3,4,0,25,1,0
29579,24,0,2,13,3,12,1,4,0,40,1,0
29580,25,2,7,14,3,9,3,4,1,35,1,0
29581,34,2,2,13,0,11,1,4,0,50,1,1
29582,30,3,1,11,1,11,0,4,1,35,1,0
29583,37,0,7,14,0,9,1,4,0,40,1,0
29584,67,1,5,9,1,0,0,1,1,12,0,0
29585,35,2,5,9,1,13,0,4,1,30,1,0
29586,75,3,5,9,1,4,0,4,1,30,1,0
29587,47,2,11,10,1,3,5,4,0,50,1,0
29588,23,2,6,6,1,5,0,4,1,40,1,0
29589,51,0,5,9,0,0,1,4,0,8,1,0
29590,42,0,5,9,0,7,1,2,1,40,1,0
29591,32,2,11,10,1,12,5,4,0,32,1,1
29592,54,2,5,9,2,11,4,4,0,35,1,0
29593,20,2,11,10,3,5,3,4,0,40,1,0
29594,39,2,5,9,1,2,0,4,1,40,1,1
29595,35,2,5,9,3,6,1,4,0,40,1,0
29596,45,0,2,13,1,2,0,4,1,35,1,1
29597,27,2,2,13,3,11,1,4,0,40,1,0
29598,61,3,8,4,1,11,0,4,1,30,1,1
29599,41,2,5,9,3,11,1,4,1,50,1,0
29600,22,2,11,10,3,12,3,4,1,40,1,0
29601,66,2,2,13,1,9,0,4,1,6,1,0
29602,25,2,11,10,1,2,0,4,1,40,1,0
29603,20,2,11,10,3,7,3,4,0,35,1,0
29604,20,2,11,10,3,6,2,2,0,35,1,0
29605,67,3,2,13,1,3,0,4,1,16,1,0
29606,44,2,11,10,1,11,0,4,1,60,1,1
29607,42,2,5,9,1,11,0,4,1,60,1,1
29608,29,0,11,10,3,0,1,3,1,40,0,0
29609,48,2,11,10,3,2,4,4,0,38,1,1
29610,25,2,5,9,3,0,2,2,0,40,1,0
29611,31,2,5,9,0,7,4,4,0,99,1,1
29612,40,2,7,14,0,9,1,4,1,20,1,0
29613,26,2,11,10,1,11,0,4,1,40,1,0
29614,28,2,5,9,1,7,3,4,0,35,1,0
